CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Palampur HO,176061,HO,Delivery,KANGRA,HIMACHAL PRADESH,32.1072778,76.5320556
Himachal Pradesh Circle,DivReportingCircle,Hamirpur Division,Bilaspur Bilaspur HP HO,174001,HO,Delivery,BILASPUR,HIMACHAL PRADESH,31.3406000,76.7864000
Himachal Pradesh Circle,DivReportingCircle,Mandi Division,Mandi HO,175001,HO,Delivery,MANDI,HIMACHAL PRADESH,31.7088500,76.9333700
Himachal Pradesh Circle,DivReportingCircle,Rampur Bushahr Division,Reckong Peo HO,172107,HO,Delivery,KINNAUR,HIMACHAL PRADESH,31.5392137,78.2712848
Jammu Kashmir Circle,Srinagar HQ Region,Leh Division,Leh H.O,194101,HO,Delivery,LEH LADAKH,LADAKH,34.1528380,77.5770380
Jammu Kashmir Circle,JAMMU RN,Rajouri Division,Rajouri HO,185131,HO,Delivery,RAJOURI,JAMMU AND KASHMIR,33.3720278,74.3091944
Jharkhand Circle,DivReportingCircle,Dhanbad Division,Bokaro Steel City HO,827001,HO,Delivery,BOKARO,JHARKHAND,23.6575556,86.1393333
Jharkhand Circle,DivReportingCircle,Ranchi Division,Doranda HO,834002,HO,Delivery,RANCHI,JHARKHAND,23.3422500,85.3221667
Jharkhand Circle,DivReportingCircle,Ranchi Division,Ranchi GPO,834001,HO,Delivery,RANCHI,JHARKHAND,23.344101,85.309563
Karnataka Circle,Bengaluru HQ Region,Bengaluru East Division,H A L II Stage H.O,560008,HO,Delivery,BENGALURU URBAN,KARNATAKA,12.968488000000001,77.642573999999996
Karnataka Circle,Bengaluru HQ Region,Bengaluru West Division,Jalahalli H.O,560013,HO,Delivery,BENGALURU URBAN,KARNATAKA,13.051064,77.552897000000002
Karnataka Circle,North Karnataka Region,Bagalkot Division,Jamkhandi H.O,587301,HO,Delivery,BAGALKOT,KARNATAKA,16.5071389,75.2927778
Karnataka Circle,North Karnataka Region,Belagavi Division,Bailhongal H.O,591102,HO,Delivery,BELAGAVI,KARNATAKA,15.817416700000001,74.851583300000001
Karnataka Circle,North Karnataka Region,Chikodi Division,Athani H.O,591304,HO,Delivery,BELAGAVI,KARNATAKA,16.728114,75.059886
Karnataka Circle,North Karnataka Region,Gadag Division,Gadag H.O,582101,HO,Delivery,GADAG,KARNATAKA,15.4328056,75.636138900000006
Karnataka Circle,South Karnataka Region,Kolar Division,Chickballapur H.O,562101,HO,Delivery,CHIKKABALLAPURA,KARNATAKA,13.431972200000001,77.7301389
Karnataka Circle,South Karnataka Region,Mangaluru Division,Mangaluru H.O,575001,HO,Delivery,DAKSHINA KANNADA,KARNATAKA,12.8583611,74.837472199999993
Karnataka Circle,South Karnataka Region,Shivamogga Division,Shivamogga H.O,577201,HO,Delivery,SHIVAMOGGA,KARNATAKA,13.9587778,75.5866667
Kerala Circle,Kochi Region,Changanacherry Division,Changanacherry HO,686101,HO,Delivery,KOTTAYAM,KERALA,9.444124,76.542219
Kerala Circle,Kochi Region,Ernakulam Division,Ernakulam HO,682011,HO,Delivery,ERNAKULAM,KERALA,9.971861111,76.28230556
Kerala Circle,Kochi Region,Mavelikara Division,Mavelikara HO,690101,HO,Delivery,ALAPPUZHA,KERALA,9.245785,76.540616
Kerala Circle,DivReportingCircle,Pathanamthitta Division,Punalur HO,691305,HO,Delivery,KOLLAM,KERALA,9.0144444,76.9284722
Kerala Circle,DivReportingCircle,Tiruvalla Division,Chengannur HO,689121,HO,Delivery,ALAPPUZHA,KERALA,9.3208611,76.6027222
Kerala Circle,DivReportingCircle,Trivandrum North Division,Attingal HO,695101,HO,Delivery,THIRUVANANTHAPURAM,KERALA,8.6858333,76.8023056
Kerala Circle,Calicut Region,Kasaragod Division,Kanhangad HO,671315,HO,Delivery,KASARAGOD,KERALA,12.31737924,75.08992643
Kerala Circle,Calicut Region,Ottapalam Division,Ottapalam HO,679101,HO,Delivery,PALAKKAD,KERALA,10.7708266,76.3793866
Kerala Circle,Calicut Region,Palghat Division,Olavakkot HO,678002,HO,Delivery,PALAKKAD,KERALA,10.7995710,76.6423180
Kerala Circle,Calicut Region,Thalassery Division,Thalassery HO,670101,HO,Delivery,KANNUR,KERALA,11.7533680,75.4909120
Kerala Circle,Calicut Region,Vadakara Division,Vadakara HO,673101,HO,Delivery,KOZHIKODE,KERALA,11.594806799,75.5907543
Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Bhel H.O,462022,HO,Delivery,BHOPAL,MADHYA PRADESH,23.2400000,77.4700000
Madhya Pradesh Circle,Jabalpur Region,Chhatarpur Division,Tikamgarh H.O,472001,HO,Delivery,TIKAMGARH,MADHYA PRADESH,24.7513890,78.8378330
Madhya Pradesh Circle,DivReportingCircle,Vidisha Division,Raisen H.O,464551,HO,Delivery,RAISEN,MADHYA PRADESH,23.3328530,77.7839710
Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Dhar H.O,454001,HO,Delivery,DHAR,MADHYA PRADESH,22.6013510,75.3026550
Madhya Pradesh Circle,Indore Region,Ujjain Division,Ujjain H.O,456001,HO,Delivery,UJJAIN,MADHYA PRADESH,23.1809167,75.7828611
Maharashtra Circle,Goa-Panaji Region,RATNAGIRI DIVISION,Ratnagiri H.O,415612,HO,Delivery,RATNAGIRI,MAHARASHTRA,16.995752,73.293539
Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Sawantwadi H.O,416510,HO,Delivery,SINDHUDURG,MAHARASHTRA,15.9108056,73.8230833
Maharashtra Circle,Mumbai Region,Mumbai City South Division,Kalbadevi H.O,400002,HO,Delivery,MUMBAI,MAHARASHTRA,18.945166,72.828526
Maharashtra Circle,Navi Mumbai Region,Raigad Division,Alibag HO,402201,HO,Delivery,RAIGAD,MAHARASHTRA,18.6418056,72.8723611
Maharashtra Circle,Navi Mumbai Region,Palghar Division,Palghar H.O,401404,HO,Delivery,PALGHAR,MAHARASHTRA,19.6982778,72.7689167
Maharashtra Circle,Nagpur Region,Buldana Division,Buldana H.O,443001,HO,Delivery,BULDHANA,MAHARASHTRA,20.535899986707577,76.1844975313938
Maharashtra Circle,Nagpur Region,Nagpur City Division,Nagpur GPO,440001,HO,Delivery,NAGPUR,MAHARASHTRA,21.1524,79.0693
Maharashtra Circle,Pune Region,Ahmednagar Division,Ahmednagar H.O,414001,HO,Delivery,AHMEDNAGAR,MAHARASHTRA,19.0953184,74.7473232
Maharashtra Circle,Pune Region,Pandharpur Division,Pandharpur H.O,413304,HO,Delivery,SOLAPUR,MAHARASHTRA,17.677252,75.327658
Maharashtra Circle,Pune Region,Pune City West Division,Pune City H.O,411002,HO,Delivery,PUNE,MAHARASHTRA,18.5153889,73.8567778
Maharashtra Circle,Navi Mumbai Region,Nasik Division,Nashik H.O,422001,HO,Delivery,NASHIK,MAHARASHTRA,20.0082,73.80645
North Eastern Circle,North East - II Region,Manipur Division,Imphal H.O,795001,HO,Delivery,IMPHAL WEST,MANIPUR,24.80197222,93.94052778
North Eastern Circle,Shillong HQ Region,Arunachal Pradesh Division,Itanagar H.O,791111,HO,Delivery,PAPUM PARE,ARUNACHAL PRADESH,27.09902778,93.62633333
North Eastern Circle,North East - I Region,Dharmanagar Division,Dharmanagar H.O,799250,HO,Delivery,North Tripura,TRIPURA,24.37883333,92.15980556
North Eastern Circle,Shillong HQ Region,Meghalaya Division,Shillong G.P.O.,793001,HO,Delivery,EAST KHASI HILLS,MEGHALAYA,25.57391667,91.88486111
Odisha Circle,Bhubaneswar HQ Region,Cuttack City Division,Cuttack G.P.O.,753001,HO,Delivery,CUTTACK,ODISHA,20.4751582,85.8753480
Odisha Circle,Bhubaneswar HQ Region,KENDRAPARA DIVISION,Kendrapara H.O,754211,HO,Delivery,KENDRAPARA,ODISHA,20.50437856,86.41902155
Odisha Circle,Bhubaneswar HQ Region,Cuttack South Division,Jagatsinghpur H.O,754103,HO,Delivery,JAGATSINGHAPUR,ODISHA,20.2528611,86.1771944
Odisha Circle,Sambalpur Region,Keonjhar Division,Keonjhargarh H.O,758001,HO,Delivery,KENDUJHAR,ODISHA,21.6346667,85.6100000
Odisha Circle,Sambalpur Region,Sundargarh Division,Sundargarh H.O,770001,HO,Delivery,SUNDARGARH,ODISHA,22.1207333,84.0371316
Odisha Circle,Berhampur Region,Berhampur Division,Chatrapur H.O,761020,HO,Delivery,GANJAM,ODISHA,19.3602350,84.9958220
Odisha Circle,Berhampur Region,Rayagada Division,Parlakhemundi H.O,761200,HO,Delivery,GAJAPATI,ODISHA,18.779149,84.082815
Odisha Circle,Berhampur Region,Rayagada Division,Rayagada(K) H.O,765001,HO,Delivery,RAYAGADA,ODISHA,19.148341,83.453261
Punjab Circle,DivReportingCircle,Ludhiana Moffusil Division,Jagraon HO,142026,HO,Delivery,LUDHIANA,PUNJAB,30.7936111,75.4743333
Punjab Circle,Punjab West Region,Amritsar Division,Amritsar GPO,143001,HO,Delivery,AMRITSAR,PUNJAB,31.6374921,74.8660101
Punjab Circle,Punjab West Region,Faridkot Division,Moga HO,142001,HO,Delivery,MOGA,PUNJAB,30.815947999999999,75.166847000000004
Punjab Circle,Punjab West Region,Gurdaspur Division,Batala HO,143505,HO,Delivery,GURDASPUR,PUNJAB,31.8075000,75.1955800
Punjab Circle,Punjab West Region,Gurdaspur Division,Gurdaspur HO,143521,HO,Delivery,GURDASPUR,PUNJAB,32.0432740,75.3988800
Punjab Circle,Punjab West Region,Hoshiarpur Division,Dasuya HO,144205,HO,Delivery,HOSHIARPUR,PUNJAB,31.815271,75.655368
Punjab Circle,Punjab West Region,Kapurthala Division,Phagwara HO,144401,HO,Delivery,KAPURTHALA,PUNJAB,31.2529039,75.7614479
Rajasthan Circle,Ajmer Region,Bhilwara Division,Bhilwara H.O,311001,HO,Delivery,BHILWARA,RAJASTHAN,25.3471000,74.6408000
Rajasthan Circle,Ajmer Region,Tonk Division,Tonk Raj H.O,304001,HO,Delivery,TONK,RAJASTHAN,26.1620400,75.7894720
Rajasthan Circle,Ajmer Region,Udaipur Division,Kankroli H.O,313324,HO,Delivery,RAJSAMAND,RAJASTHAN,25.0533333,73.8847222
Rajasthan Circle,DivReportingCircle,Jaipur City Division,Jaipur G.P.O.,302001,HO,Delivery,JAIPUR,RAJASTHAN,26.9175278,75.8036667
Rajasthan Circle,DivReportingCircle,Jaipur City Division,Jawahar Nagar H.O,302004,HO,Delivery,JAIPUR,RAJASTHAN,26.8911111,75.8408333
Rajasthan Circle,DivReportingCircle,Jaipur City Division,Shastri Nagar H.O,302016,HO,Delivery,JAIPUR,RAJASTHAN,26.9402778,75.8005556
Rajasthan Circle,DivReportingCircle,Sawaimadhopur Division,Sawaimadhopur HO,322001,HO,Delivery,SAWAI MADHOPUR,RAJASTHAN,26.0219444,76.3547222
Rajasthan Circle,Jodhpur Region,Nagaur Division,Nagaur H.O,341001,HO,Delivery,NAGAUR,RAJASTHAN,27.1997222,73.7297222
Rajasthan Circle,Jodhpur Region,Sikar Division,Srimadhopur HO,332715,HO,Delivery,SIKAR,RAJASTHAN,27.4652222,75.5977222
Rajasthan Circle,Jodhpur Region,Sirohi Division,Sirohi H.O,307001,HO,Delivery,SIROHI,RAJASTHAN,24.8852778,72.8530556
Tamilnadu Circle,Chennai City Region,Anna Road H.O Division,Anna Road H.O,600002,HO,Delivery,CHENNAI,TAMIL NADU,13.08472222,80.27269444
Tamilnadu Circle,Chennai City Region,Anna Road H.O Division,CPRC Chennai,600002,HO,Non Delivery,NA,NA,13.06772,80.26992
Tamilnadu Circle,Chennai City Region,Chennai City South Division,St Thomas Mount HO,600016,HO,Delivery,CHENNAI,TAMIL NADU,13.0015278,80.1973333
Tamilnadu Circle,Chennai City Region,Kanchipuram Division,Tiruvallur H.O,602001,HO,Delivery,THIRUVALLUR,TAMIL NADU,13.1318620,79.9095294
Tamilnadu Circle,Chennai City Region,Pondicherry Division,VILUPPURAM HO,605602,HO,Delivery,VILLUPURAM,TAMIL NADU,11.9453889,79.4952500
Tamilnadu Circle,Chennai City Region,Tiruvannamalai Division,Tiruvannamalai HO,606601,HO,Delivery,TIRUVANNAMALAI,TAMIL NADU,12.2351944,79.0765833
Tamilnadu Circle,Chennai City Region,Vellore Division,Vellore H.O,632001,HO,Delivery,VELLORE,TAMIL NADU,12.9155833,79.1320278
Tamilnadu Circle,Western Region Coimbatore,Coimbatore Division,Coimbatore HO,641001,HO,Delivery,COIMBATORE,TAMIL NADU,11.0000000,76.9632000
Tamilnadu Circle,Western Region Coimbatore,Coimbatore Division,Rathinasabapathy Puram HO,641002,HO,Delivery,COIMBATORE,TAMIL NADU,11.0100000,76.9510000
Tamilnadu Circle,Western Region Coimbatore,Nilgiris Division,Coonoor H.O,643101,HO,Delivery,THE NILGIRIS,TAMIL NADU,11.3494500,76.8028580
Tamilnadu Circle,Western Region Coimbatore,Pollachi Division,Udamalpet H.O,642126,HO,Delivery,TIRUPPUR,TAMIL NADU,10.5847,77.2458
Tamilnadu Circle,Western Region Coimbatore,Tirupattur Division,Gudiyattam H.O,632602,HO,Delivery,VELLORE,TAMIL NADU,12.9502170,78.8803950
Tamilnadu Circle,Western Region Coimbatore,Tirupur Division,Mettupalayam HO,641301,HO,Delivery,COIMBATORE,TAMIL NADU,11.2925556,76.9401667
Tamilnadu Circle,Southern Region Madurai,Kanniyakumari Division,Nagercoil H.O,629001,HO,Delivery,KANNIYAKUMARI,TAMIL NADU,8.1863889,77.4314444
Tamilnadu Circle,Southern Region Madurai,Madurai Division,Tallakulam HO,625002,HO,Delivery,MADURAI,TAMIL NADU,9.931492,78.132313
Tamilnadu Circle,Southern Region Madurai,Ramanathapuram Division,Paramakudi HO,623707,HO,Delivery,RAMANATHAPURAM,TAMIL NADU,9.548803,78.588652
Tamilnadu Circle,Southern Region Madurai,Sivaganga Division,Sivaganga HO,630561,HO,Delivery,SIVAGANGA,TAMIL NADU,9.8555539,78.485859
Tamilnadu Circle,Southern Region Madurai,Virudhunagar Division,Sivakasi HO,626123,HO,Delivery,VIRUDHUNAGAR,TAMIL NADU,9.4532500,77.7941389
Tamilnadu Circle,Southern Region Madurai,Virudhunagar Division,Virudhunagar HO,626001,HO,Delivery,VIRUDHUNAGAR,TAMIL NADU,9.5917203,77.9630416
Tamilnadu Circle,Central Region Trichirapalli,Karur Division,Karur H.O,639001,HO,Delivery,KARUR,TAMIL NADU,10.9602222,78.0827222
Tamilnadu Circle,Central Region Trichirapalli,Nagapattinam Division,Nagapattinam H.O,611001,HO,Delivery,NAGAPATTINAM,TAMIL NADU,10.7603056,79.8465278
Tamilnadu Circle,Central Region Trichirapalli,Pattukottai Division,Tiruturaipundi H.O,614713,HO,Delivery,THIRUVARUR,TAMIL NADU,10.5316111,79.6388333
Tamilnadu Circle,Central Region Trichirapalli,Srirangam Division,Perambalur H.O,621212,HO,Delivery,PERAMBALUR,TAMIL NADU,11.2400000,78.8700000
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Kallakurichi H.O,606202,HO,Delivery,KALLAKURICHI,TAMIL NADU,11.7381667,78.9601389
Uttar Pradesh Circle,Agra Region,Etah Division,Etah HO,207001,HO,Delivery,ETAH,UTTAR PRADESH,27.5584100,78.6562480
Uttar Pradesh Circle,Varanasi Region,Varanasi West Division,Varanasi Cantt HO,221002,HO,Delivery,VARANASI,UTTAR PRADESH,25.3357500,82.9823333
Uttar Pradesh Circle,Bareilly Region,Bareilly Division,Bareilly HO,243001,HO,Delivery,BAREILLY,UTTAR PRADESH,28.3387778,79.4212778
Uttar Pradesh Circle,Bareilly Region,Budaun Division,Budaun HO,243601,HO,Delivery,BUDAUN,UTTAR PRADESH,28.0231,79.1287
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Gorakhpur HO,273001,HO,Delivery,GORAKHPUR,UTTAR PRADESH,26.7540833,83.3724167
Uttar Pradesh Circle,Kanpur Region,Banda Division,Banda HO,210001,HO,Delivery,BANDA,UTTAR PRADESH,25.4771667,80.3368056
Uttar Pradesh Circle,Kanpur Region,Fatehpur Division,Fatehpur HO,212601,HO,Delivery,FATEHPUR,UTTAR PRADESH,25.9173056,80.7980833
Uttar Pradesh Circle,Kanpur Region,Kanpur City Division,Nawabganj HO,208002,HO,Delivery,KANPUR NAGAR,UTTAR PRADESH,26.4940000,80.3275000
Uttar Pradesh Circle,Lucknow  HQ Region,Ghaziabad Division,New Hapur HO,245101,HO,Delivery,HAPUR,UTTAR PRADESH,28.729548,77.776084
Uttarakhand Circle,DivReportingCircle,Almora Division,Almora HO,263601,HO,Delivery,ALMORA,UTTARAKHAND,29.5969722,79.6575000
Uttarakhand Circle,DivReportingCircle,Nainital Division,Haldwani HO,263139,HO,Delivery,NAINITAL,UTTARAKHAND,29.2163889,79.5296667
Uttarakhand Circle,DivReportingCircle,Nainital Division,Nainital HO,263001,HO,Delivery,NAINITAL,UTTARAKHAND,29.3941389,79.4513611
Uttarakhand Circle,DivReportingCircle,Pauri Division,Kotdwara HO,246149,HO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.7496667,78.5229444
West Bengal Circle,Kolkata Region,Kolkata North Division,Barabazar H O,700007,HO,Delivery,KOLKATA,WEST BENGAL,22.5809166,88.3601944
West Bengal Circle,Kolkata Region,Barasat Division,Barasat HO,700124,HO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.7148951,88.4827494
West Bengal Circle,Kolkata Region,Barasat Division,Basirhat HO,743411,HO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6630168,88.8713104
West Bengal Circle,Kolkata Region,Birbhum Division,Rampurhat HO,731224,HO,Delivery,BIRBHUM,WEST BENGAL,24.1761667,87.7843056
West Bengal Circle,Kolkata Region,Kolkata North Division,Cossipore HO,700002,HO,Delivery,KOLKATA,WEST BENGAL,22.6186944,88.3725556
West Bengal Circle,Kolkata Region,Murshidabad Division,Raghunathganj HO,742225,HO,Delivery,MURSHIDABAD,WEST BENGAL,24.4655833,88.0604167
West Bengal Circle,Kolkata Region,Nadia South Division,Ranaghat HO,741201,HO,Delivery,NADIA,WEST BENGAL,23.1772500,88.5704444
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Belgharia HO,700056,HO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6600000,88.3800000
West Bengal Circle,Kolkata Region,Baruipur Division,Diamond Harbour HO,743331,HO,Delivery,24 PARAGANAS SOUTH,WEST BENGAL,22.1892778,88.1893333
West Bengal Circle,North Bengal Region,Cooch Behar Division,Cooch Behar HO,736101,HO,Delivery,COOCHBEHAR,WEST BENGAL,26.3216111,89.4385556
West Bengal Circle,North Bengal Region,Jalpaiguri Division,Jalpaiguri HO,735101,HO,Delivery,JALPAIGURI,WEST BENGAL,26.5436580,88.7188690
West Bengal Circle,North Bengal Region,Dakshin Dinajpur Division,Balurghat HO,733101,HO,Delivery,DINAJPUR DAKSHIN,WEST BENGAL,25.2266944,88.7749722
West Bengal Circle,North Bengal Region,Uttar Dinajpur Division,Raiganj H.O,733134,HO,Delivery,DINAJPUR UTTAR,WEST BENGAL,25.6000000,88.1200000
West Bengal Circle,South Bengal Region,Burdwan Division,Burdwan HO,713101,HO,Delivery,PURBA BARDHAMAN,WEST BENGAL,22.2415278,87.8676944
West Bengal Circle,South Bengal Region,Contai Division,Contai HO,721401,HO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.2956667,87.9260000
Telangana Circle,Hyderabad City Region,Hyderabad South East Division,UPPAL H.O,500039,HO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,17.4031,78.561562
Telangana Circle,Hyderabad Region,Hanamkonda Division,Hanamkonda H.O,506001,HO,Delivery,HANUMAKONDA,TELANGANA,18.005522,79.557726
Telangana Circle,Hyderabad Region,Nizamabad Division,Kamareddy H.O,503111,HO,Delivery,KAMAREDDY,TELANGANA,18.320084,78.336474
Telangana Circle,Hyderabad Region,Peddapalli Division,Peddapalli H.O,505172,HO,Delivery,PEDDAPALLI,TELANGANA,18.6115954,79.3733967
Telangana Circle,Hyderabad City Region,Sangareddy Division,Sangareddy H.O,502001,HO,Delivery,SANGAREDDY,TELANGANA,17.626514889032922,78.08678440619123
Telangana Circle,Hyderabad Region,Warangal Division,Mahabubabad H.O,506101,HO,Delivery,MAHABUBABAD,TELANGANA,17.598128,80.001586
Telangana Circle,Hyderabad City Region,Hyderabad GPO Division,Hyderabad G.P.O.,500001,HO,Delivery,HYDERABAD,TELANGANA,17.387993,78.47652
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Markapur H.O,523316,HO,Delivery,PRAKASAM,ANDHRA PRADESH,15.735919,79.26964
Andhra Pradesh Circle,Kurnool Region,Proddatur Division,Pulivendla H.O,516390,HO,Delivery,Y.S.R.,ANDHRA PRADESH,14.4220560,78.2210534
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Palakol H.O,534260,HO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.51927778,81.72869444
Andhra Pradesh Circle,Vijayawada Region,Bhimavaram Division,Tanuku H.O,534211,HO,Delivery,WEST GODAVARI,ANDHRA PRADESH,16.75388889,81.67472222
Telangana Circle,Hyderabad Region,Khammam Division,Bhadrachalam H.O,507111,HO,Delivery,BHADRADRI KOTHAGUDEM,TELANGANA,17.6666389,80.8870833
Telangana Circle,Hyderabad Region,Khammam Division,Kothagudem Colls H.O,507101,HO,Delivery,BHADRADRI KOTHAGUDEM,TELANGANA,17.5435556,80.6184444
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Narasaraopet H.O,522601,HO,Delivery,Palnadu,ANDHRA PRADESH,16.2321111,80.0430278
Andhra Pradesh Circle,Vijayawada Region,Narasaraopet Division,Sattenapalle H.O,522403,HO,Delivery,Palnadu,ANDHRA PRADESH,16.3966944,80.1493889
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kavali H.O,524201,HO,Delivery,SPSR NELLORE,ANDHRA PRADESH,14.91658,79.993121
Andhra Pradesh Circle,Vijayawada Region,Prakasam Division,Ongole H.O,523001,HO,Delivery,PRAKASAM,ANDHRA PRADESH,15.5004722,80.0486111
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Buckinghampet H.O,520002,HO,Delivery,NTR,ANDHRA PRADESH,16.5095000,80.6251
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vijayawada GPO,520001,HO,Delivery,NTR,ANDHRA PRADESH,16.521078,80.610604
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Samalkot H.O,533440,HO,Delivery,Kakinada,ANDHRA PRADESH,17.0548333,82.1661111
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Rajahmundry H.O,533101,HO,Delivery,EAST GODAVARI,ANDHRA PRADESH,16.99203390,81.77797210
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Srikakulam H.O,532001,HO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.296229,83.893679
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Tekkali H.O,532201,HO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.605507,84.237265
Andhra Pradesh Circle,Visakhapatnam Region,Visakhapatnam Division,Waltair R S H.O,530004,HO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.72078,83.291245
Assam Circle,Dibrugarh Region,Sibsagar Division,Golaghat H.O,785621,HO,Delivery,GOLAGHAT,ASSAM,26.5122500,93.9716944
Assam Circle,Dibrugarh Region,Tinsukia Division,Tinsukia H.O,786125,HO,Delivery,TINSUKIA,ASSAM,27.492191,95.346775
Assam Circle,DivReportingCircle,Goalpara Division,Kokrajhar H.O,783370,HO,Delivery,KOKRAJHAR,ASSAM,26.4036944,90.2721944
Assam Circle,DivReportingCircle,Guwahati Division,Guwahati G.P.O.,781001,HO,Delivery,KAMRUP METRO,ASSAM,26.1887778,91.7456389
Bihar Circle,Muzaffarpur Region,Muzaffarpur Division,Muzaffarpur HO,842001,HO,Delivery,MUZAFFARPUR,BIHAR,26.1264167,85.3818056
Bihar Circle,East Region Bhagalpur,Divisional Office Katihar,Katihar HO,854105,HO,Delivery,KATIHAR,BIHAR,25.5441944,87.5698333
Bihar Circle,Muzaffarpur Region,Samastipur Division,Samastipur HO,848101,HO,Delivery,SAMASTIPUR,BIHAR,25.8605833,85.7800833
Bihar Circle,Muzaffarpur Region,Saran Division,Marhowrah HO,841418,HO,Delivery,SARAN,BIHAR,25.9681960,84.8620050
Bihar Circle,DivReportingCircle,Gaya Division,Gaya HO,823001,HO,Delivery,GAYA,BIHAR,24.7938333,85.0080833
Bihar Circle,DivReportingCircle,Gaya Division,Jehanabad HO,804408,HO,Delivery,JEHANABAD,BIHAR,25.2376944,85.0010833
Bihar Circle,East Region Bhagalpur,Munger Division,Jamui HO,811307,HO,Delivery,JAMUI,BIHAR,24.9288056,86.2261944
Bihar Circle,DivReportingCircle,Patna GPO Division,Patna GPO,800001,HO,Delivery,PATNA,BIHAR,25.6035833,85.1325556
Chattisgarh Circle,DivReportingCircle,Raipur Division,Raipur HO,492001,HO,Delivery,RAIPUR,CHHATTISGARH,21.2433611,81.6360556
Delhi Circle,DivReportingCircle,Delhi East Division,Krishna Nagar HO,110051,HO,Delivery,SHAHDARA,DELHI,28.645733,77.299773700000003
Delhi Circle,DivReportingCircle,New Delhi South Division,Lodi Road HO,110003,HO,Delivery,SOUTH,DELHI,28.5896111,77.2191944
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad GPO Division,Ahmedabad GPO,380001,HO,Delivery,AHMADABAD,GUJARAT,23.0281944,72.5833889
Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,Palanpur HO,385001,HO,Delivery,BANAS KANTHA,GUJARAT,24.1700920,72.4247770
Gujarat Circle,Rajkot Region,Amreli Division,Amreli HO,365601,HO,Delivery,AMRELI,GUJARAT,21.3669726,71.1258037
Gujarat Circle,Vadodara Region,Navsari Division,Navsari HO,396445,HO,Delivery,NAVSARI,GUJARAT,20.9500000,72.9200000
Gujarat Circle,Vadodara Region,Vadodara East Division,Dabhoi HO,391110,HO,Non Delivery,VADODARA,GUJARAT,22.1343333,73.4229444
Gujarat Circle,Vadodara Region,Vadodara West Division,Fateganj HO,390002,HO,Delivery,VADODARA,GUJARAT,22.3035833,73.1976944
Haryana Circle,DivReportingCircle,Hissar Division,Hisar HO,125001,HO,Delivery,HISAR,HARYANA,29.159395,75.721343
Haryana Circle,DivReportingCircle,Karnal Division,Karnal H.O,132001,HO,Delivery,KARNAL,HARYANA,29.6874444,76.9906667
Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Dharamsala HO,176215,HO,Delivery,KANGRA,HIMACHAL PRADESH,32.2095278,76.3214444
Himachal Pradesh Circle,DivReportingCircle,Hamirpur Division,Barsar HO,174305,HO,Delivery,HAMIRPUR,HIMACHAL PRADESH,31.523361,76.450071
Himachal Pradesh Circle,DivReportingCircle,Mandi Division,Sunder Nagar Township HO,175019,HO,Delivery,MANDI,HIMACHAL PRADESH,31.5325700,76.9056700
Himachal Pradesh Circle,DivReportingCircle,Shimla Division,Shimla GPO,171001,HO,Delivery,SHIMLA,HIMACHAL PRADESH,31.105490,77.170373
Jammu Kashmir Circle,JAMMU RN,Jammu Division,Jammu HO,180001,HO,Delivery,JAMMU,JAMMU AND KASHMIR,32.6984722,74.8575833
Jharkhand Circle,DivReportingCircle,B.Deoghar Division,BDeoghar HO,814112,HO,Delivery,DEOGHAR,JHARKHAND,24.4904170,86.6906010
Jharkhand Circle,DivReportingCircle,Singhbhum Division,Jamshedpur HO,831001,HO,Delivery,EAST SINGHBUM,JHARKHAND,22.7993,86.18486
