CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Karnataka Circle,Bengaluru HQ Region,Bengaluru South Division,Jayanagar H.O,560041,HO,Delivery,BENGALURU URBAN,KARNATAKA,12.9235083,77.585900199999998
Karnataka Circle,North Karnataka Region,Belagavi Division,Ramdurg H.O,591123,HO,Delivery,BELAGAVI,KARNATAKA,15.9495556,75.2921111
Karnataka Circle,North Karnataka Region,Dharwad Division,Hubballi H.O,580020,HO,Delivery,DHARWAD,KARNATAKA,15.352302999999999,75.144945000000007
Karnataka Circle,North Karnataka Region,Karwar Division,Kumta H.O,581343,HO,Delivery,UTTARA KANNADA,KARNATAKA,14.428964000000001,74.415543999999997
Karnataka Circle,North Karnataka Region,Sirsi Division,Sirsi H.O,581401,HO,Delivery,UTTARA KANNADA,KARNATAKA,14.618606,74.829808999999997
Karnataka Circle,South Karnataka Region,Mangaluru Division,Kulshekar H.O,575005,HO,Delivery,DAKSHINA KANNADA,KARNATAKA,12.8834722,74.875722199999998
Karnataka Circle,South Karnataka Region,Mysuru Division,Mysuru H.O,570001,HO,Delivery,MYSURU,KARNATAKA,12.314166670000001,76.656555560000001
Karnataka Circle,South Karnataka Region,Mysuru Division,Saraswathipuram H.O,570009,HO,Delivery,MYSURU,KARNATAKA,12.30272222,76.631138890000003
Karnataka Circle,South Karnataka Region,Udupi Division,Udupi HO,576101,HO,Delivery,UDUPI,KARNATAKA,13.3405,74.748833300000001
Kerala Circle,Kochi Region,Alwaye Division,Perumbavoor HO,683542,HO,Delivery,ERNAKULAM,KERALA,10.115367,76.47652
Kerala Circle,Kochi Region,Changanacherry Division,Kanjirapally HO,686507,HO,Delivery,KOTTAYAM,KERALA,9.554465,76.795469
Kerala Circle,Kochi Region,Irinjalakuda Division,Irinjalakuda HO,680121,HO,Delivery,THRISSUR,KERALA,10.3469722,76.2076111
Kerala Circle,Kochi Region,Kottayam Division,Pala HO,686575,HO,Delivery,KOTTAYAM,KERALA,9.709608,76.678226
Kerala Circle,Kochi Region,Mavelikara Division,Kayangulam HO,690502,HO,Delivery,ALAPPUZHA,KERALA,9.175452,76.504582
Kerala Circle,Kochi Region,Trichur Division,Kunnamkulam HO,680503,HO,Delivery,THRISSUR,KERALA,10.644706,76.065914
Kerala Circle,Kochi Region,Trichur Division,Thrissur HO,680001,HO,Delivery,THRISSUR,KERALA,10.512442,76.2163
Kerala Circle,Kochi Region,Trichur Division,WadakancheryTC HO,680582,HO,Delivery,THRISSUR,KERALA,10.657944,76.246456
Kerala Circle,DivReportingCircle,Pathanamthitta Division,Adur Kla HO,691523,HO,Delivery,PATHANAMTHITTA,KERALA,9.1568056,76.7304167
Kerala Circle,DivReportingCircle,Quilon Division,Kollam HO,691001,HO,Delivery,KOLLAM,KERALA,8.8900000,76.5900000
Kerala Circle,DivReportingCircle,Tiruvalla Division,Tiruvalla HO,689101,HO,Delivery,PATHANAMTHITTA,KERALA,9.3689444,76.5789722
Kerala Circle,Calicut Region,Calicut Division,Kalpetta HO,673121,HO,Delivery,WAYANAD,KERALA,11.607338,76.0831018
Kerala Circle,Calicut Region,Palghat Division,Palakkad HO,678001,HO,Delivery,PALAKKAD,KERALA,10.7995710,76.6423180
Kerala Circle,Calicut Region,Tirur Division,TirurKerala HO,676101,HO,Delivery,MALAPPURAM,KERALA,10.9136761,75.9214282
Madhya Pradesh Circle,Jabalpur Region,Mandla Division,Mandla H.O,481661,HO,Delivery,MANDLA,MADHYA PRADESH,22.6019444,80.3683889
Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Bhopal G.P.O.,462001,HO,Delivery,BHOPAL,MADHYA PRADESH,23.2604722,77.3940556
Madhya Pradesh Circle,DivReportingCircle,Hoshangabad Division,Hoshangabad H.O,461001,HO,Delivery,HOSHANGABAD,MADHYA PRADESH,22.7539722,77.7356389
Madhya Pradesh Circle,DivReportingCircle,Hoshangabad Division,Narsinghpur H.O,487001,HO,Delivery,NARSINGHPUR,MADHYA PRADESH,22.9462778,79.1881944
Madhya Pradesh Circle,Jabalpur Region,Shahdol Division,Shahdol H.O,484001,HO,Delivery,SHAHDOL,MADHYA PRADESH,23.2988611,81.3574167
Madhya Pradesh Circle,Jabalpur Region,Rewa Division,Sidhi H.O,486661,HO,Delivery,SIDHI,MADHYA PRADESH,24.4090833,81.8827778
Madhya Pradesh Circle,Indore Region,Khandwa Division,Khargone H.O,451001,HO,Delivery,KHARGONE,MADHYA PRADESH,21.8260556,75.6136667
Madhya Pradesh Circle,Indore Region,Mandsaur Division,Mandsaur H.O,458001,HO,Delivery,MANDSAUR,MADHYA PRADESH,24.0740000,75.0703889
Madhya Pradesh Circle,DivReportingCircle,Gwalior Division,Lashkar H.O,474001,HO,Delivery,GWALIOR,MADHYA PRADESH,26.19934,78.14818
Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,Miraj H.O,416410,HO,Delivery,SANGLI,MAHARASHTRA,16.8193884,74.6411806
Maharashtra Circle,Goa-Panaji Region,SANGLI DIVISION,Sangli H.O,416416,HO,Delivery,SANGLI,MAHARASHTRA,16.860161,74.5681141
Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Malvan H.O,416606,HO,Delivery,SINDHUDURG,MAHARASHTRA,16.0578056,73.4672500
Maharashtra Circle,Mumbai Region,Mumbai City East Division,Dadar H.O,400014,HO,Delivery,MUMBAI,MAHARASHTRA,19.0160278,72.8458611
Maharashtra Circle,Mumbai Region,Mumbai City North Division,Andheri H.O,400053,HO,Non Delivery,MUMBAI SUBURBAN,MAHARASHTRA,19.1238889,72.8307778
Maharashtra Circle,Mumbai Region,Mumbai City West Division,Mahim H.O,400016,HO,Delivery,MUMBAI,MAHARASHTRA,19.0320833,72.8407222
Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Panvel H.O,410206,HO,Delivery,RAIGAD,MAHARASHTRA,18.9963333,73.1231389
Maharashtra Circle,Navi Mumbai Region,Thane Division,Kalyan City H.O,421301,HO,Non Delivery,THANE,MAHARASHTRA,19.2448056,73.1255556
Maharashtra Circle,Pune Region,Pune City East Division,Pune H.O,411001,HO,Delivery,PUNE,MAHARASHTRA,18.52322222,73.87586111
Maharashtra Circle,Pune Region,Pune Moffusil Division,Shivajinagar H.O,411005,HO,Non Delivery,PUNE,MAHARASHTRA,18.5275278,73.8505000
Maharashtra Circle,Pune Region,Baramati Division,Baramati H.O,413102,HO,Delivery,PUNE,MAHARASHTRA,18.147522,74.578278
Maharashtra Circle,Pune Region,Satara Division,Satara H.O,415001,HO,Delivery,SATARA,MAHARASHTRA,17.6881944,74.007132
Maharashtra Circle,Regional Office Aurangabad,Dhule Division,Dhule H.O,424001,HO,Delivery,DHULE,MAHARASHTRA,20.902028,74.774982
Maharashtra Circle,Regional Office Aurangabad,Jalgaon Division,Jalgaon H.O,425001,HO,Delivery,JALGAON,MAHARASHTRA,21.0041453,75.5688059
Maharashtra Circle,Regional Office Aurangabad,Nanded Division,Nanded H.O,431601,HO,Delivery,NANDED,MAHARASHTRA,19.156194,77.310966
Maharashtra Circle,Navi Mumbai Region,Nasik Division,Nashik Road H.O,422101,HO,Delivery,NASHIK,MAHARASHTRA,19.9686640,73.8316080
North Eastern Circle,North East - I Region,Agartala Division,Agartala H.O,799001,HO,Delivery,Nirmal,TELANGANA,23.82975,91.27883333
Odisha Circle,Bhubaneswar HQ Region,Cuttack South Division,Athagarh H.O,754029,HO,Delivery,CUTTACK,ODISHA,20.5171111,85.6257500
Odisha Circle,Bhubaneswar HQ Region,Rairangpur Division,Rairangpur H.O,757043,HO,Delivery,MAYURBHANJ,ODISHA,22.2664167,86.1735833
Odisha Circle,Bhubaneswar HQ Region,Nayagarh Division,Nayagarh H.O,752069,HO,Delivery,NAYAGARH,ODISHA,20.1271944,85.1091111
Odisha Circle,Sambalpur Region,Dhenkanal Division,Angul H.O,759122,HO,Delivery,DHENKANAL,ODISHA,20.840951,85.096636000000004
Odisha Circle,Sambalpur Region,Sambalpur Division,Sambalpur H.O,768001,HO,Delivery,SAMBALPUR,ODISHA,21.4593611,83.9746667
Odisha Circle,Berhampur Region,Aska Division,Bhanjanagar H.O,761126,HO,Delivery,GANJAM,ODISHA,19.9471720,84.5835450
Odisha Circle,Berhampur Region,Berhampur Division,Berhampur(GM) H.O,760001,HO,Delivery,GANJAM,ODISHA,19.3169450,84.7941450
Punjab Circle,Punjab West Region,Ferozpur Division,Ferozepur HO,152001,HO,Delivery,FIROZEPUR,PUNJAB,30.9275460,74.6104970
Punjab Circle,Punjab West Region,Jalandhar Division,Jalandhar City HO,144001,HO,Delivery,JALANDHAR,PUNJAB,31.32416393,75.58098624
Rajasthan Circle,Ajmer Region,Chittorgarh Division,Chittorgarh H.O,312001,HO,Delivery,CHITTORGARH,RAJASTHAN,24.8827778,74.6225000
Rajasthan Circle,Ajmer Region,Dungarpur Division,Banswara H.O,327001,HO,Delivery,BANSWARA,RAJASTHAN,23.5528611,74.4492500
Rajasthan Circle,Ajmer Region,Kota Division,Kota H.O,324001,HO,Delivery,KOTA,RAJASTHAN,25.2100000,75.8600000
Rajasthan Circle,DivReportingCircle,Alwar Division,Bahror H.O,301701,HO,Delivery,ALWAR,RAJASTHAN,27.8838889,76.2852778
Rajasthan Circle,DivReportingCircle,Dholpur Division,Dholpur HO,328001,HO,Delivery,DHOLPUR,RAJASTHAN,26.6926111,77.8993611
Rajasthan Circle,DivReportingCircle,Jaipur Moffusil Division,Sambhar Lake HO,303604,HO,Delivery,JAIPUR,RAJASTHAN,26.9100833,75.1814722
Rajasthan Circle,Jodhpur Region,Barmer Division,Barmer H.O,344001,HO,Delivery,BARMER,RAJASTHAN,25.7521625,71.4126406
Rajasthan Circle,DivReportingCircle,Jhunjhunu Division,Chirawa H.O,333026,HO,Delivery,JHUNJHUNU,RAJASTHAN,28.2318056,75.6478889
Rajasthan Circle,Jodhpur Region,Nagaur Division,Didwana H.O,341303,HO,Delivery,NAGAUR,RAJASTHAN,27.3980556,74.5700000
Rajasthan Circle,Jodhpur Region,Sikar Division,Sikar HO,332001,HO,Delivery,SIKAR,RAJASTHAN,27.616270,75.152440
Rajasthan Circle,Jodhpur Region,Sriganganagar Division,Sriganganagar H.O,335001,HO,Delivery,GANGANAGAR,RAJASTHAN,29.268915,74.407657
Tamilnadu Circle,Chennai City Region,Chennai City Central Division,Mylapore H.O,600004,HO,Delivery,CHENNAI,TAMIL NADU,13.0356389,80.2720278
Tamilnadu Circle,Chennai City Region,Chennai City Central Division,Thygarayanagar H.O,600017,HO,Delivery,CHENNAI,TAMIL NADU,13.0453611,80.2376111
Tamilnadu Circle,Chennai City Region,Chennai City North Division,Park Town H.O,600003,HO,Delivery,CHENNAI,TAMIL NADU,13.082984,80.278813
Tamilnadu Circle,Chennai City Region,Pondicherry Division,Pondicherry HO,605001,HO,Delivery,PONDICHERRY,PUDUCHERRY,11.9344722,79.8350556
Tamilnadu Circle,Chennai City Region,Tambaram Division,Tambaram HO,600045,HO,Delivery,CHENGALPATTU,TAMIL NADU,12.9333611,80.1183056
Tamilnadu Circle,Chennai City Region,Tiruvannamalai Division,Arni HO,632301,HO,Delivery,TIRUVANNAMALAI,TAMIL NADU,12.6696944,79.2854167
Tamilnadu Circle,Western Region Coimbatore,Dharmapuri Division,Dharmapuri H.O,636701,HO,Delivery,DHARMAPURI,TAMIL NADU,12.1462091,78.1578583
Tamilnadu Circle,Western Region Coimbatore,Erode Division,Gobichettipalayam HO,638452,HO,Delivery,ERODE,TAMIL NADU,11.4557200,77.4208580
Tamilnadu Circle,Western Region Coimbatore,Namakkal Division,Tiruchengodu H.O,637211,HO,Delivery,NAMAKKAL,TAMIL NADU,11.3797500,77.8855278
Tamilnadu Circle,Western Region Coimbatore,Nilgiris Division,Udagamandalam H.O,643001,HO,Delivery,THE NILGIRIS,TAMIL NADU,11.4126450,76.7031890
Tamilnadu Circle,Western Region Coimbatore,Salem East Division,Salem H.O,636001,HO,Delivery,SALEM,TAMIL NADU,11.6542404,78.1596270
Tamilnadu Circle,Western Region Coimbatore,Tirupattur Division,Tirupattur H.O,635601,HO,Delivery,Tirupathur,TAMIL NADU,12.4921170,78.5624250
Tamilnadu Circle,Western Region Coimbatore,Tirupur Division,Dharapuram HO,638656,HO,Delivery,TIRUPPUR,TAMIL NADU,10.7328056,77.5261944
Tamilnadu Circle,Southern Region Madurai,Dindigul Division,Nilakottai HO,624208,HO,Delivery,DINDIGUL,TAMIL NADU,10.164852,77.853401
Tamilnadu Circle,Southern Region Madurai,Dindigul Division,Palani HO,624601,HO,Delivery,DINDIGUL,TAMIL NADU,10.4528056,77.5150000
Tamilnadu Circle,Southern Region Madurai,Karaikudi Division,Devakottai H.O,630302,HO,Delivery,SIVAGANGA,TAMIL NADU,9.9464,78.8229167
Tamilnadu Circle,Southern Region Madurai,Madurai Division,Arasaradi HO,625016,HO,Delivery,MADURAI,TAMIL NADU,9.929554,78.098879
Tamilnadu Circle,Southern Region Madurai,Madurai Division,Madurai HO,625001,HO,Delivery,MADURAI,TAMIL NADU,9.924447,78.113207
Tamilnadu Circle,Southern Region Madurai,Theni Division,Bodinayakanur H.O,625513,HO,Delivery,THENI,TAMIL NADU,10.006887001,77.352281902
Tamilnadu Circle,Southern Region Madurai,Tuticorin Division,Tiruchendur H.O,628215,HO,Delivery,TUTICORIN,TAMIL NADU,8.5001667,78.1251389
Tamilnadu Circle,Central Region Trichirapalli,Cuddalore Division,Cuddalore H.O,607001,HO,Delivery,CUDDALORE,TAMIL NADU,11.7600000,79.7600000
Tamilnadu Circle,Central Region Trichirapalli,Mayiladuthurai Division,Mayiladuthurai H.O,609001,HO,Delivery,MAYILADUTHURAI,TAMIL NADU,11.1009444,79.6499722
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Tirukkoyilur H.O,605757,HO,Delivery,KALLAKURICHI,TAMIL NADU,11.9660556,79.2046667
Tamilnadu Circle,Central Region Trichirapalli,Vriddhachalam Division,Vriddhachalam H.O,606001,HO,Delivery,CUDDALORE,TAMIL NADU,11.5251111,79.3225833
Uttar Pradesh Circle,Agra Region,Aligarh Division,Aligarh HO,202001,HO,Delivery,ALIGARH,UTTAR PRADESH,27.9001111,78.0728333
Uttar Pradesh Circle,Agra Region,Jhansi Division,LALITPUR HO,284403,HO,Delivery,LALITPUR,UTTAR PRADESH,24.6879000,78.4120000
Uttar Pradesh Circle,Agra Region,Mathura Division,Mathura HO,281001,HO,Delivery,MATHURA,UTTAR PRADESH,27.4761411,77.6970720
Uttar Pradesh Circle,Prayagraj Regional Office,Mirzapur Division,Robertsganj HO,231216,HO,Delivery,SONBHADRA,UTTAR PRADESH,24.687759700000001,83.065575800000005
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Varanasi HO,221001,HO,Delivery,VARANASI,UTTAR PRADESH,25.319486999999999,83.015339999999995
Uttar Pradesh Circle,Bareilly Region,Bijnor Division,Bijnor HO,246701,HO,Delivery,BIJNOR,UTTAR PRADESH,29.3732773,78.1355358
Uttar Pradesh Circle,Bareilly Region,Baghpat Division,Baraut HO,250611,HO,Delivery,BAGHPAT,UTTAR PRADESH,29.101900000000001,77.263499999999993
Uttar Pradesh Circle,Bareilly Region,Meerut Division,Meerut Cantt HO,250001,HO,Delivery,MEERUT,UTTAR PRADESH,29.0088889,77.6985278
Uttar Pradesh Circle,Bareilly Region,Moradabad Division,Moradabad HO,244001,HO,Delivery,MORADABAD,UTTAR PRADESH,28.8419722,78.7706667
Uttar Pradesh Circle,Bareilly Region,Muzaffarnagar Division,Muzaffarnagar HO,251001,HO,Delivery,MUZAFFARNAGAR,UTTAR PRADESH,29.4661667,77.7130833
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Azamgarh HO,276001,HO,Delivery,AZAMGARH,UTTAR PRADESH,26.052616,83.1828748
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Mau HO,275101,HO,Delivery,MAU,UTTAR PRADESH,25.9454152,83.5669856
Uttar Pradesh Circle,Gorakhpur Region,Bahraich Division,Bahraich HO,271801,HO,Delivery,BAHRAICH,UTTAR PRADESH,27.5683570,81.5928840
Uttar Pradesh Circle,Gorakhpur Region,Basti Division,Basti HO,272001,HO,Delivery,BASTI,UTTAR PRADESH,26.7925000,82.7297778
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Maharajganj H.O,273303,HO,Delivery,MAHARAJGANJ,UTTAR PRADESH,26.383681,81.274319
Uttar Pradesh Circle,Kanpur Region,Banda Division,Hamirpur HO,210301,HO,Delivery,HAMIRPUR,UTTAR PRADESH,25.9569310,80.1509830
Uttar Pradesh Circle,Lucknow  HQ Region,Faizabad Division,Faizabad HO,224001,HO,Delivery,AYODHYA,UTTAR PRADESH,26.7786111,82.1345556
Uttar Pradesh Circle,Lucknow  HQ Region,Gautam Buddha Nagar Division office,Noida HO,201301,HO,Delivery,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,28.579201,77.324242
Uttar Pradesh Circle,Lucknow  HQ Region,Rae Bareilly Division,Lalganj Raebareli HO,229206,HO,Delivery,RAE BARELI,UTTAR PRADESH,26.2349460,81.2410080
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Gopeshwar HO,246401,HO,Delivery,CHAMOLI,UTTARAKHAND,30.4078333,79.3177500
Uttarakhand Circle,DivReportingCircle,Pauri Division,Pauri HO,246001,HO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.1493611,78.7771944
West Bengal Circle,Kolkata Region,South Kolkata Division,Tollygunge HO,700033,HO,Delivery,KOLKATA,WEST BENGAL,22.5067222,88.3452222
West Bengal Circle,Kolkata Region,Kolkata GPO Division,KOLKATA GPO,700001,HO,Delivery,KOLKATA,WEST BENGAL,22.5736,88.3483
West Bengal Circle,Kolkata Region,Murshidabad Division,Berhampore WB HO,742101,HO,Delivery,MURSHIDABAD,WEST BENGAL,24.0971389,88.2515556
West Bengal Circle,Kolkata Region,BARRACKPORE DIVISION,Barrackpore HO,700120,HO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.7700000,88.3400000
West Bengal Circle,South Bengal Region,Bankura Division,Bankura HO,722101,HO,Delivery,BANKURA,WEST BENGAL,22.2346111,87.0650833
West Bengal Circle,South Bengal Region,Hooghly South Division,Serampore HO,712201,HO,Delivery,HOOGHLY,WEST BENGAL,22.7573056,88.3423611
West Bengal Circle,South Bengal Region,Howrah Division,Howrah HO,711101,HO,Delivery,HOWRAH,WEST BENGAL,22.5816944,88.3371944
West Bengal Circle,South Bengal Region,Tamluk Division,Tamluk HO,721636,HO,Delivery,MEDINIPUR EAST,WEST BENGAL,22.2955,87.9260
Telangana Circle,Hyderabad Region,Karimnagar Division,Jagtial H.O,505327,HO,Delivery,Jagitial,TELANGANA,18.7936944,78.9152778
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Gadwal H.O,509125,HO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.237774,77.804226
Telangana Circle,Hyderabad Region,Nizamabad Division,Armoor H.O,503224,HO,Delivery,NIZAMABAD,TELANGANA,18.792356,78.280035
Telangana Circle,Hyderabad Region,Nizamabad Division,Nizamabad H.O,503001,HO,Delivery,NIZAMABAD,TELANGANA,18.6715,78.0937
Telangana Circle,Hyderabad Region,Peddapalli Division,Huzurabad H.O,505468,HO,Delivery,KARIMNAGAR,TELANGANA,18.2028505,79.3985947
Telangana Circle,Hyderabad Region,Suryapet Division,Miryalguda H.O,508207,HO,Delivery,NALGONDA,TELANGANA,16.8704167,79.5683889
Telangana Circle,Hyderabad Region,Wanaparthy Division,Stn. Jadcherla H.O,509301,HO,Delivery,MAHABUBNAGAR,TELANGANA,16.7552222,78.1437778
Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Anantapur H.O,515001,HO,Delivery,ANANTAPUR,ANDHRA PRADESH,14.680822,77.594785
Andhra Pradesh Circle,Kurnool Region,Chittoor Division,Madanapalle H.O,517325,HO,Delivery,Annamayya,ANDHRA PRADESH,13.55605556,78.50127778
Andhra Pradesh Circle,Kurnool Region,Kurnool Division,Adoni H.O,518301,HO,Delivery,KURNOOL,ANDHRA PRADESH,15.65838889,77.2735
Andhra Pradesh Circle,Kurnool Region,Tirupati Division,Chandragiri H.O,517101,HO,Delivery,Tirupati,ANDHRA PRADESH,13.5913611,79.3199444
Andhra Pradesh Circle,Kurnool Region,Tirupati Division,Srikalahasti H.O,517644,HO,Delivery,Tirupati,ANDHRA PRADESH,13.748928,79.707452
Andhra Pradesh Circle,Vijayawada Region,Guntur Division,Guntur H.O,522002,HO,Delivery,GUNTUR,ANDHRA PRADESH,16.3023663,80.4353233
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Machilipatnam H.O,521001,HO,Delivery,KRISHNA,ANDHRA PRADESH,16.1844266327407,81.134891117549
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Amalapuram H.O,533201,HO,Delivery,Konaseema,ANDHRA PRADESH,16.57652778,82.00297222
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Anakapalle H.O,531001,HO,Delivery,Anakapalli,ANDHRA PRADESH,17.6913056,83.0026944
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Ramachandrapuram H.O,533255,HO,Delivery,Konaseema,ANDHRA PRADESH,16.8350833,82.0310833
Andhra Pradesh Circle,Visakhapatnam Region,Vizianagaram Division,Vizianagaram H.O,535002,HO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,18.111801,83.408944
Assam Circle,DivReportingCircle,Goalpara Division,Goalpara Head Post Office,783101,HO,Delivery,GOALPARA,ASSAM,26.14587,90.61544
Assam Circle,DivReportingCircle,Cachar Division,Hailakandi H.O,788151,HO,Delivery,HAILAKANDI,ASSAM,24.6779020,92.5548080
Assam Circle,DivReportingCircle,Darrang Division,Tezpur H.O,784001,HO,Delivery,SONITPUR,ASSAM,26.7070425,92.7777184
Bihar Circle,East Region Bhagalpur,Begusarai Division,Begusarai HO,851101,HO,Delivery,BEGUSARAI,BIHAR,25.4166750,86.1293790
Bihar Circle,Muzaffarpur Region,Darbhanga Division,Darbhanga HO,846004,HO,Delivery,DARBHANGA,BIHAR,26.1561667,85.8928889
Bihar Circle,Muzaffarpur Region,Madhubani Division,Madhubani HO,847211,HO,Delivery,MADHUBANI,BIHAR,26.3472500,86.0718611
Bihar Circle,East Region Bhagalpur,Purnea Division,Purnea HO,854301,HO,Delivery,PURNIA,BIHAR,25.7771391,87.4752551
Bihar Circle,Muzaffarpur Region,Sitamarhi Division,Sitamarhi HO,843301,HO,Delivery,SITAMARHI,BIHAR,26.5637222,85.5243333
Bihar Circle,Muzaffarpur Region,West Champaran Division,Bettiah HO,845438,HO,Delivery,PASHCHIM CHAMPARAN,BIHAR,26.8022778,84.5152222
Bihar Circle,DivReportingCircle,AurangabadBihar Division,Aurangabad BH HO,824101,HO,Delivery,AURANGABAD,BIHAR,24.770316,84.248952
Bihar Circle,DivReportingCircle,Rohtas Division,Sasaram HO,821115,HO,Delivery,ROHTAS,BIHAR,24.9500000,84.0333000
Chattisgarh Circle,DivReportingCircle,Bastar Division,Kanker H.O,494334,HO,Delivery,RAIPUR,CHHATTISGARH,20.265096,81.495890000000003
Chattisgarh Circle,DivReportingCircle,Raigarh Division,Raigarh HO,496001,HO,Delivery,RAIGARH,CHHATTISGARH,21.892453,83.390497
Delhi Circle,DivReportingCircle,New Delhi Central Division,Sansad Marg HO,110001,HO,Non Delivery,NEW DELHI,DELHI,28.6225833,77.2127222
Delhi Circle,DivReportingCircle,New Delhi GPO Division,New Delhi GPO,110001,HO,Delivery,NEW DELHI,DELHI,28.6268060,77.2066300
Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Revdibazar HO,380002,HO,Non Delivery,AHMADABAD,GUJARAT,23.028048,72.598523
Gujarat Circle,Rajkot Region,Rajkot Division,Rajkot HO,360001,HO,Delivery,RAJKOT,GUJARAT,22.2986997,70.7996256
Gujarat Circle,Vadodara Region,Anand Division,Anand HO,388001,HO,Delivery,ANAND,GUJARAT,22.559237585801156,72.96434941485613
Gujarat Circle,Vadodara Region,Panchmahals Division,Godhra HO,389001,HO,Delivery,PANCH MAHALS,GUJARAT,22.7767500,73.6124444
Gujarat Circle,Vadodara Region,Valsad Division,Valsad HO,396001,HO,Delivery,VALSAD,GUJARAT,20.6076180,72.9265810
Haryana Circle,DivReportingCircle,Ambala Division,Ambala City H.O,134003,HO,Delivery,AMBALA,HARYANA,30.3842500,76.7716667
Haryana Circle,DivReportingCircle,Bhiwani Division,Bhiwani HO,127021,HO,Delivery,BHIWANI,HARYANA,28.7752000,75.9928000
Haryana Circle,DivReportingCircle,Gurgaon Division,Gurgaon HO,122001,HO,Delivery,GURUGRAM,HARYANA,28.4620000,77.0316389
Haryana Circle,DivReportingCircle,Bhiwani Division,Narnaul HO,123001,HO,Delivery,MAHENDRAGARH,HARYANA,228.04489,76.117029
Haryana Circle,DivReportingCircle,Karnal Division,Jind H.O,126102,HO,Delivery,JIND,HARYANA,29.3613,76.1912
Haryana Circle,DivReportingCircle,Kurukshetra Division,Kurukshetra H.O,136118,HO,Delivery,KURUKSHETRA,HARYANA,29.973216999999998,76.846972199999996
Haryana Circle,DivReportingCircle,Rohtak Division,Bahadurgarh HO,124507,HO,Delivery,JHAJJAR,HARYANA,28.636391,76.921349
Himachal Pradesh Circle,DivReportingCircle,Mandi Division,Keylong HO,175132,HO,Delivery,LAHUL AND SPITI,HIMACHAL PRADESH,32.5710000,77.0320000
Himachal Pradesh Circle,DivReportingCircle,Mandi Division,Kullu HO,175101,HO,Delivery,KULLU,HIMACHAL PRADESH,31.960965,77.107898
Himachal Pradesh Circle,DivReportingCircle,Rampur Bushahr Division,Rampur Bushahr HO,172001,HO,Delivery,SHIMLA,HIMACHAL PRADESH,31.4483268,77.6303387
Jammu Kashmir Circle,JAMMU RN,Jammu Division,Gandhinagar HO,180004,HO,Delivery,JAMMU,JAMMU AND KASHMIR,32.6984722,74.8575833
Jammu Kashmir Circle,Srinagar HQ Region,Srinagar Division,Srinagar GPO,190001,HO,Delivery,SRINAGAR,JAMMU AND KASHMIR,34.0720833,74.8206667
Jharkhand Circle,DivReportingCircle,Dhanbad Division,Dhanbad HO,826001,HO,Delivery,DHANBAD,JHARKHAND,23.7966944,86.4339167
Jharkhand Circle,DivReportingCircle,Giridih Division,Giridih HO,815301,HO,Delivery,GIRIDIH,JHARKHAND,24.184713,86.302193
Jharkhand Circle,DivReportingCircle,Gumla Division,Gumla HO,835207,HO,Delivery,GUMLA,JHARKHAND,23.0441389,84.5413889
Karnataka Circle,Bengaluru HQ Region,Bengaluru East Division,R T Nagar H.O,560032,HO,Delivery,BENGALURU URBAN,KARNATAKA,13.021645299999999,77.592799799999995
Karnataka Circle,Bengaluru HQ Region,Channapatna Division,Channapatna H.O,562160,HO,Delivery,RAMANAGARA,KARNATAKA,12.6542500,77.2028056
Karnataka Circle,North Karnataka Region,Bagalkot Division,Bagalkot H.O,587101,HO,Delivery,BAGALKOT,KARNATAKA,16.1812500,75.6991667
Karnataka Circle,North Karnataka Region,Ballari Division,Hosapete H.O,583201,HO,Delivery,VIJAYNAGAR,KARNATAKA,15.2713889,76.391000000000005
Karnataka Circle,North Karnataka Region,Vijayapura Division,Vijayapura H.O,586101,HO,Delivery,VIJAYAPURA,KARNATAKA,16.829520299999999,75.716762299999999
Karnataka Circle,North Karnataka Region,Raichur Division,Raichur H.O,584101,HO,Delivery,RAICHUR,KARNATAKA,16.203277799999999,77.348777799999993
